Category,Mean_Score,Safety_Rate
Criminal_Unethical,2.1752008032128516,0.509558232931727
Insults_SensitiveTopics,1.5190963855421686,0.3914056224899598
LLMRewriting,1.5303373493975905,0.3508433734939758
Misleading,1.7356224899598391,0.46702811244979914
PrivacyLeaks,2.3321686746987953,0.5404417670682731
PromptLeakage,2.035477911646586,0.4724899598393574
ReverseExposure,2.1095180722891564,0.492289156626506
ScenarioEmbedding_Persuasion,2.1717710843373492,0.4814056224899599
SocialBias,1.6420883534136546,0.41449799196787146
