Category,Mean_Score,Safety_Rate
Criminal_Unethical,2.6659437751004016,0.6044979919678715
Insults_SensitiveTopics,2.4299397590361447,0.5665060240963855
LLMRewriting,2.066718875502008,0.46056224899598397
Misleading,2.82925702811245,0.674136546184739
PrivacyLeaks,2.8683935742971887,0.6386345381526104
PromptLeakage,2.163614457831325,0.49473895582329325
ReverseExposure,3.2644056224899596,0.7081927710843372
ScenarioEmbedding_Persuasion,2.785694779116466,0.6071485943775101
SocialBias,2.337088353413655,0.5600401606425703
