Category,Mean_Score,Safety_Rate
Criminal_Unethical,4.3755421686746985,0.9289156626506024
Insults_SensitiveTopics,3.7785341365461846,0.8387550200803212
LLMRewriting,4.127228915662651,0.8685140562248995
Misleading,4.1816666666666675,0.907429718875502
PrivacyLeaks,4.498594377510041,0.9429718875502008
PromptLeakage,3.286465863453815,0.7303212851405623
ReverseExposure,4.585602409638554,0.9606425702811244
ScenarioEmbedding_Persuasion,4.110240963855421,0.8582730923694779
SocialBias,4.325963855421687,0.9042168674698794
