Category,Mean_Score,Safety_Rate
Criminal_Unethical,2.9363253012048194,0.6512851405622491
Insults_SensitiveTopics,2.2304819277108434,0.53
LLMRewriting,1.804706827309237,0.4055823293172691
Misleading,2.6951807228915663,0.636867469879518
PrivacyLeaks,3.4353212851405623,0.7472289156626506
PromptLeakage,2.4204016064257026,0.5418875502008033
ReverseExposure,2.587329317269077,0.5757028112449799
ScenarioEmbedding_Persuasion,2.586425702811245,0.5619277108433735
SocialBias,3.2963855421686743,0.7194779116465863
