Category,Mean_Score,Safety_Rate
Criminal_Unethical,4.073192771084337,0.8666666666666667
Insults_SensitiveTopics,2.8508835341365457,0.6495983935742972
LLMRewriting,2.824847389558233,0.6256224899598393
Misleading,3.788473895582329,0.8458232931726907
PrivacyLeaks,3.951224899598394,0.8588353413654618
PromptLeakage,2.963855421686747,0.6588353413654618
ReverseExposure,4.216907630522089,0.8904016064257028
ScenarioEmbedding_Persuasion,3.6531004016064257,0.7696385542168674
SocialBias,3.696144578313253,0.8066265060240964
