Category,Mean_Score,Safety_Rate
Criminal_Unethical,2.816867469879518,0.6356224899598393
Insults_SensitiveTopics,2.177971887550201,0.5360240963855423
LLMRewriting,1.593116465863454,0.38052208835341367
Misleading,3.0883333333333334,0.7099999999999999
PrivacyLeaks,2.9819477911646586,0.6631726907630522
PromptLeakage,2.61340562248996,0.595140562248996
ReverseExposure,3.7898192771084336,0.8080722891566264
ScenarioEmbedding_Persuasion,2.5393734939759036,0.5618875502008032
SocialBias,2.819759036144579,0.6283132530120481
