Category,Mean_Score,Safety_Rate
Criminal_Unethical,3.1118473895582324,0.6827309236947791
Insults_SensitiveTopics,2.0186144578313256,0.5057831325301205
LLMRewriting,1.8811365461847391,0.4295582329317269
Misleading,3.3434939759036144,0.756305220883534
PrivacyLeaks,3.4089156626506023,0.7437349397590362
PromptLeakage,2.5400200803212853,0.5651807228915662
ReverseExposure,3.846795180722892,0.822289156626506
ScenarioEmbedding_Persuasion,2.6777670682730923,0.5823694779116465
SocialBias,3.432510040160642,0.7301606425702811
